order_id,shipment_mode,discount_pct,discount_bucket,product_cost,weight_gms,customer_rating,care_calls,product_importance,on_time,delivery_status,estimated_revenue,gross_margin,discount_impact,shipping_cost,return_loss,net_margin,net_margin_rate,return_risk_score,return_risk_level
9039,Flight,7,1-10% - Remise légère,179,4605,1,4,Medium,0,Livré en retard,192.4731,13.4731,13.4731,23.025,16.1471,-39.1721,-0.2035,2,Moyen
9040,Flight,10,1-10% - Remise légère,199,5345,1,2,Low,0,Livré en retard,221.1111,22.1111,22.1111,26.725,18.5497,-45.2747,-0.2048,3,Moyen
9041,Flight,4,1-10% - Remise légère,158,5687,1,5,Medium,1,Livré à temps,164.5833,6.5833,6.5833,28.435,13.8074,-42.2424,-0.2567,3,Moyen
9042,Flight,10,1-10% - Remise légère,181,5276,4,3,Low,1,Livré à temps,201.1111,20.1111,20.1111,26.38,16.8718,-43.2518,-0.2151,1,Faible
9043,Flight,8,1-10% - Remise légère,238,5769,5,3,Low,0,Livré en retard,258.6957,20.6957,20.6957,28.845,21.7027,-50.5477,-0.1954,2,Moyen
9044,Flight,3,1-10% - Remise légère,225,5274,5,5,High,1,Livré à temps,231.9588,6.9588,6.9588,26.37,19.4597,-45.8297,-0.1976,2,Moyen
9045,Flight,3,1-10% - Remise légère,172,4892,1,5,Medium,0,Livré en retard,177.3196,5.3196,5.3196,24.46,14.8759,-39.3359,-0.2218,3,Moyen
9046,Flight,4,1-10% - Remise légère,199,4070,2,4,Low,0,Livré en retard,207.2917,8.2917,8.2917,20.35,17.3903,-37.7403,-0.1821,2,Moyen
9047,Flight,10,1-10% - Remise légère,248,4532,4,4,High,0,Livré en retard,275.5556,27.5556,27.5556,22.66,23.1172,-45.7772,-0.1661,1,Faible
9048,Flight,5,1-10% - Remise légère,226,5484,2,3,Low,0,Livré en retard,237.8947,11.8947,11.8947,27.42,19.9577,-47.3777,-0.1992,3,Moyen
9049,Flight,6,1-10% - Remise légère,177,5215,1,4,Medium,0,Livré en retard,188.2979,11.2979,11.2979,26.075,15.7969,-41.8719,-0.2224,3,Moyen
9050,Flight,5,1-10% - Remise légère,238,4349,4,3,Low,1,Livré à temps,250.5263,12.5263,12.5263,21.745,21.0174,-42.7624,-0.1707,0,Faible
9051,Flight,5,1-10% - Remise légère,161,4732,5,4,Low,0,Livré en retard,169.4737,8.4737,8.4737,23.66,14.2176,-37.8776,-0.2235,1,Faible
9052,Flight,1,1-10% - Remise légère,271,4537,1,2,Low,0,Livré en retard,273.7374,2.7374,2.7374,22.685,22.9646,-45.6496,-0.1668,2,Moyen
9053,Flight,8,1-10% - Remise légère,254,5892,2,5,Medium,1,Livré à temps,276.087,22.087,22.087,29.46,23.1617,-52.6217,-0.1906,3,Moyen
9054,Flight,1,1-10% - Remise légère,238,5229,2,4,Low,0,Livré en retard,240.404,2.404,2.404,26.145,20.1682,-46.3132,-0.1926,3,Moyen
9055,Flight,2,1-10% - Remise légère,169,5942,5,5,Medium,1,Livré à temps,172.449,3.449,3.449,29.71,14.4672,-44.1772,-0.2562,2,Moyen
9056,Flight,10,1-10% - Remise légère,168,5334,3,3,High,1,Livré à temps,186.6667,18.6667,18.6667,26.67,15.66,-42.33,-0.2268,1,Faible
9057,Flight,7,1-10% - Remise légère,243,4486,5,2,High,0,Livré en retard,261.2903,18.2903,18.2903,22.43,21.9204,-44.3504,-0.1697,1,Faible
9058,Flight,7,1-10% - Remise légère,195,4835,5,4,Medium,0,Livré en retard,209.6774,14.6774,14.6774,24.175,17.5904,-41.7654,-0.1992,1,Faible
9059,Flight,5,1-10% - Remise légère,227,4167,2,3,High,1,Livré à temps,238.9474,11.9474,11.9474,20.835,20.046,-40.881,-0.1711,1,Faible
9060,Ship,10,1-10% - Remise légère,199,5768,2,3,Medium,1,Livré à temps,221.1111,22.1111,22.1111,11.536,18.5497,-30.0857,-0.1361,2,Moyen
9061,Ship,7,1-10% - Remise légère,160,4468,2,3,Low,0,Livré en retard,172.043,12.043,12.043,8.936,14.4332,-23.3692,-0.1358,2,Moyen
9062,Ship,9,1-10% - Remise légère,160,4972,2,2,Medium,1,Livré à temps,175.8242,15.8242,15.8242,9.944,14.7504,-24.6944,-0.1404,1,Faible
9063,Ship,10,1-10% - Remise légère,251,5984,4,4,Low,0,Livré en retard,278.8889,27.8889,27.8889,11.968,23.3968,-35.3648,-0.1268,2,Moyen
9064,Ship,6,1-10% - Remise légère,225,5787,2,6,Low,1,Livré à temps,239.3617,14.3617,14.3617,11.574,20.0807,-31.6547,-0.1322,3,Moyen
9065,Ship,5,1-10% - Remise légère,260,5307,3,4,Low,0,Livré en retard,273.6842,13.6842,13.6842,10.614,22.9602,-33.5742,-0.1227,2,Moyen
9066,Ship,4,1-10% - Remise légère,263,4935,2,4,Medium,1,Livré à temps,273.9583,10.9583,10.9583,9.87,22.9832,-32.8532,-0.1199,1,Faible
9067,Ship,7,1-10% - Remise légère,196,4084,5,5,Medium,1,Livré à temps,210.7527,14.7527,14.7527,8.168,17.6807,-25.8487,-0.1226,1,Faible
9068,Ship,10,1-10% - Remise légère,184,5959,2,4,Medium,0,Livré en retard,204.4444,20.4444,20.4444,11.918,17.1514,-29.0694,-0.1422,3,Moyen
9069,Ship,6,1-10% - Remise légère,231,5862,5,5,Medium,0,Livré en retard,245.7447,14.7447,14.7447,11.724,20.6162,-32.3402,-0.1316,3,Moyen
9070,Ship,7,1-10% - Remise légère,153,5292,1,3,Low,1,Livré à temps,164.5161,11.5161,11.5161,10.584,13.8017,-24.3857,-0.1482,2,Moyen
9071,Ship,7,1-10% - Remise légère,173,4684,1,3,Low,0,Livré en retard,186.0215,13.0215,13.0215,9.368,15.6059,-24.9739,-0.1343,2,Moyen
9072,Ship,3,1-10% - Remise légère,159,5044,1,3,Low,0,Livré en retard,163.9175,4.9175,4.9175,10.088,13.7515,-23.8395,-0.1454,2,Moyen
9073,Ship,7,1-10% - Remise légère,137,5338,4,5,Low,1,Livré à temps,147.3118,10.3118,10.3118,10.676,12.3584,-23.0344,-0.1564,2,Moyen
9074,Ship,9,1-10% - Remise légère,249,5987,1,3,Medium,1,Livré à temps,273.6264,24.6264,24.6264,11.974,22.9553,-34.9293,-0.1277,2,Moyen
9075,Ship,10,1-10% - Remise légère,247,4286,5,3,Medium,1,Livré à temps,274.4444,27.4444,27.4444,8.572,23.0239,-31.5959,-0.1151,0,Faible
9076,Ship,3,1-10% - Remise légère,205,4563,2,3,High,1,Livré à temps,211.3402,6.3402,6.3402,9.126,17.7299,-26.8559,-0.1271,1,Faible
9077,Ship,5,1-10% - Remise légère,209,4999,2,3,Medium,0,Livré en retard,220.0,11.0,11.0,9.998,18.4564,-28.4544,-0.1293,2,Moyen
9078,Ship,1,1-10% - Remise légère,247,4242,2,3,High,0,Livré en retard,249.4949,2.4949,2.4949,8.484,20.9309,-29.4149,-0.1179,2,Moyen
9079,Ship,2,1-10% - Remise légère,225,4169,3,4,Medium,1,Livré à temps,229.5918,4.5918,4.5918,8.338,19.2611,-27.5991,-0.1202,0,Faible
9080,Ship,2,1-10% - Remise légère,150,5042,5,3,Low,0,Livré en retard,153.0612,3.0612,3.0612,10.084,12.8407,-22.9247,-0.1498,1,Faible
9081,Ship,4,1-10% - Remise légère,210,4525,2,5,Medium,1,Livré à temps,218.75,8.75,8.75,9.05,18.3516,-27.4016,-0.1253,2,Moyen
9082,Ship,2,1-10% - Remise légère,247,4677,2,3,Low,0,Livré en retard,252.0408,5.0408,5.0408,9.354,21.1444,-30.4984,-0.121,2,Moyen
9083,Ship,9,1-10% - Remise légère,167,4319,5,5,Medium,1,Livré à temps,183.5165,16.5165,16.5165,8.638,15.3957,-24.0337,-0.131,1,Faible
9084,Ship,7,1-10% - Remise légère,233,5604,5,4,Medium,1,Livré à temps,250.5376,17.5376,17.5376,11.208,21.0183,-32.2263,-0.1286,1,Faible
9085,Ship,1,1-10% - Remise légère,204,4709,5,2,Low,0,Livré en retard,206.0606,2.0606,2.0606,9.418,17.287,-26.705,-0.1296,1,Faible
9086,Ship,2,1-10% - Remise légère,140,4793,5,5,Medium,1,Livré à temps,142.8571,2.8571,2.8571,9.586,11.9847,-21.5707,-0.151,1,Faible
9087,Ship,8,1-10% - Remise légère,218,5879,3,6,High,0,Livré en retard,236.9565,18.9565,18.9565,11.758,19.879,-31.637,-0.1335,3,Moyen
9088,Ship,9,1-10% - Remise légère,250,4993,3,3,Low,0,Livré en retard,274.7253,24.7253,24.7253,9.986,23.0475,-33.0335,-0.1202,1,Faible
9089,Ship,10,1-10% - Remise légère,225,4460,4,3,Low,1,Livré à temps,250.0,25.0,25.0,8.92,20.9732,-29.8932,-0.1196,0,Faible
9090,Ship,2,1-10% - Remise légère,308,1504,1,7,Medium,0,Livré en retard,314.2857,6.2857,6.2857,3.008,26.3663,-29.3743,-0.0935,3,Moyen
9091,Ship,2,1-10% - Remise légère,256,1163,5,6,Low,0,Livré en retard,261.2245,5.2245,5.2245,2.326,21.9149,-24.2409,-0.0928,2,Moyen
9092,Ship,2,1-10% - Remise légère,251,1482,3,4,Medium,0,Livré en retard,256.1224,5.1224,5.1224,2.964,21.4869,-24.4509,-0.0955,1,Faible
9093,Ship,8,1-10% - Remise légère,270,1862,3,5,Medium,0,Livré en retard,293.4783,23.4783,23.4783,3.724,24.6207,-28.3447,-0.0966,2,Moyen
9094,Ship,5,1-10% - Remise légère,289,1600,5,6,Low,1,Livré à temps,304.2105,15.2105,15.2105,3.2,25.5211,-28.7211,-0.0944,1,Faible
9095,Ship,9,1-10% - Remise légère,253,1823,3,6,Medium,0,Livré en retard,278.022,25.022,25.022,3.646,23.3241,-26.9701,-0.097,2,Moyen
9096,Ship,7,1-10% - Remise légère,305,1813,2,7,Medium,0,Livré en retard,327.957,22.957,22.957,3.626,27.5133,-31.1393,-0.0949,3,Moyen
9097,Ship,10,1-10% - Remise légère,219,1116,3,3,Low,0,Livré en retard,243.3333,24.3333,24.3333,2.232,20.4139,-22.6459,-0.0931,1,Faible
9098,Ship,8,1-10% - Remise légère,231,1562,2,4,Medium,0,Livré en retard,251.087,20.087,20.087,3.124,21.0644,-24.1884,-0.0963,2,Moyen
9099,Ship,5,1-10% - Remise légère,298,1804,5,6,Medium,0,Livré en retard,313.6842,15.6842,15.6842,3.608,26.3159,-29.9239,-0.0954,2,Moyen
9100,Ship,5,1-10% - Remise légère,282,1364,5,6,Low,1,Livré à temps,296.8421,14.8421,14.8421,2.728,24.9029,-27.6309,-0.0931,1,Faible
9101,Ship,2,1-10% - Remise légère,240,1400,1,5,Low,1,Livré à temps,244.898,4.898,4.898,2.8,20.5452,-23.3452,-0.0953,2,Moyen
9102,Ship,4,1-10% - Remise légère,223,1817,3,5,Medium,0,Livré en retard,232.2917,9.2917,9.2917,3.634,19.4876,-23.1216,-0.0995,2,Moyen
9103,Ship,1,1-10% - Remise légère,226,1761,4,4,Low,0,Livré en retard,228.2828,2.2828,2.2828,3.522,19.1513,-22.6733,-0.0993,1,Faible
9104,Ship,6,1-10% - Remise légère,253,1028,3,5,Low,0,Livré en retard,269.1489,16.1489,16.1489,2.056,22.5797,-24.6357,-0.0915,2,Moyen
9105,Ship,10,1-10% - Remise légère,249,1318,4,6,Low,0,Livré en retard,276.6667,27.6667,27.6667,2.636,23.2104,-25.8464,-0.0934,2,Moyen
9106,Ship,10,1-10% - Remise légère,294,1628,5,6,Medium,1,Livré à temps,326.6667,32.6667,32.6667,3.256,27.405,-30.661,-0.0939,1,Faible
9107,Ship,8,1-10% - Remise légère,263,5475,4,4,Medium,0,Livré en retard,285.8696,22.8696,22.8696,10.95,23.9824,-34.9324,-0.1222,2,Moyen
9108,Ship,4,1-10% - Remise légère,196,4868,2,5,Medium,1,Livré à temps,204.1667,8.1667,8.1667,9.736,17.1281,-26.8641,-0.1316,2,Moyen
9109,Ship,2,1-10% - Remise légère,184,4429,5,4,Medium,0,Livré en retard,187.7551,3.7551,3.7551,8.858,15.7513,-24.6093,-0.1311,1,Faible
9110,Ship,7,1-10% - Remise légère,231,5491,4,5,Medium,1,Livré à temps,248.3871,17.3871,17.3871,10.982,20.8379,-31.8199,-0.1281,2,Moyen
9111,Ship,6,1-10% - Remise légère,153,4996,1,3,Low,0,Livré en retard,162.766,9.766,9.766,9.992,13.6549,-23.6469,-0.1453,2,Moyen
9112,Ship,8,1-10% - Remise légère,173,5492,2,3,Low,0,Livré en retard,188.0435,15.0435,15.0435,10.984,15.7755,-26.7595,-0.1423,3,Moyen
9113,Ship,10,1-10% - Remise légère,159,4358,1,3,Low,1,Livré à temps,176.6667,17.6667,17.6667,8.716,14.8211,-23.5371,-0.1332,1,Faible
9114,Ship,2,1-10% - Remise légère,137,4077,4,5,Low,1,Livré à temps,139.7959,2.7959,2.7959,8.154,11.7279,-19.8819,-0.1422,1,Faible
9115,Ship,1,1-10% - Remise légère,249,5190,1,3,Medium,1,Livré à temps,251.5152,2.5152,2.5152,10.38,21.1003,-31.4803,-0.1252,2,Moyen
9116,Ship,9,1-10% - Remise légère,247,5383,4,3,Medium,0,Livré en retard,271.4286,24.4286,24.4286,10.766,22.7709,-33.5369,-0.1236,2,Moyen
9117,Ship,1,1-10% - Remise légère,205,5851,3,3,High,1,Livré à temps,207.0707,2.0707,2.0707,11.702,17.3718,-29.0738,-0.1404,1,Faible
9118,Ship,5,1-10% - Remise légère,209,5831,3,3,Medium,0,Livré en retard,220.0,11.0,11.0,11.662,18.4564,-30.1184,-0.1369,2,Moyen
9119,Ship,8,1-10% - Remise légère,247,4593,3,3,High,1,Livré à temps,268.4783,21.4783,21.4783,9.186,22.5234,-31.7094,-0.1181,0,Faible
9120,Ship,5,1-10% - Remise légère,225,5714,1,4,Medium,1,Livré à temps,236.8421,11.8421,11.8421,11.428,19.8694,-31.2974,-0.1321,2,Moyen
9121,Ship,6,1-10% - Remise légère,150,5580,2,3,Low,0,Livré en retard,159.5745,9.5745,9.5745,11.16,13.3872,-24.5472,-0.1538,3,Moyen
9122,Ship,4,1-10% - Remise légère,210,4362,3,5,Medium,0,Livré en retard,218.75,8.75,8.75,8.724,18.3516,-27.0756,-0.1238,2,Moyen
9123,Ship,7,1-10% - Remise légère,247,5557,1,3,Low,0,Livré en retard,265.5914,18.5914,18.5914,11.114,22.2812,-33.3952,-0.1257,3,Moyen
9124,Ship,1,1-10% - Remise légère,167,4314,5,5,Medium,0,Livré en retard,168.6869,1.6869,1.6869,8.628,14.1516,-22.7796,-0.135,2,Moyen
9125,Ship,2,1-10% - Remise légère,233,4501,5,4,Medium,0,Livré en retard,237.7551,4.7551,4.7551,9.002,19.946,-28.948,-0.1218,1,Faible
9126,Ship,4,1-10% - Remise légère,204,4679,4,2,Low,1,Livré à temps,212.5,8.5,8.5,9.358,17.8272,-27.1852,-0.1279,0,Faible
9127,Ship,7,1-10% - Remise légère,140,5437,1,5,Medium,0,Livré en retard,150.5376,10.5376,10.5376,10.874,12.629,-23.503,-0.1561,4,Élevé
9128,Ship,5,1-10% - Remise légère,218,4352,3,6,High,1,Livré à temps,229.4737,11.4737,11.4737,8.704,19.2512,-27.9552,-0.1218,1,Faible
9129,Ship,7,1-10% - Remise légère,250,4760,1,3,Low,0,Livré en retard,268.8172,18.8172,18.8172,9.52,22.5519,-32.0719,-0.1193,2,Moyen
9130,Ship,10,1-10% - Remise légère,225,4080,1,3,Low,1,Livré à temps,250.0,25.0,25.0,8.16,20.9732,-29.1332,-0.1165,1,Faible
9131,Ship,6,1-10% - Remise légère,308,1165,5,7,Medium,0,Livré en retard,327.6596,19.6596,19.6596,2.33,27.4883,-29.8183,-0.091,2,Moyen
9132,Ship,9,1-10% - Remise légère,256,1212,3,6,Low,1,Livré à temps,281.3187,25.3187,25.3187,2.424,23.6006,-26.0246,-0.0925,1,Faible
9133,Ship,7,1-10% - Remise légère,251,1381,5,4,Medium,0,Livré en retard,269.8925,18.8925,18.8925,2.762,22.6421,-25.4041,-0.0941,1,Faible
9134,Ship,10,1-10% - Remise légère,270,1397,1,5,Medium,0,Livré en retard,300.0,30.0,30.0,2.794,25.1679,-27.9619,-0.0932,3,Moyen
9135,Ship,3,1-10% - Remise légère,289,1181,1,6,Low,1,Livré à temps,297.9381,8.9381,8.9381,2.362,24.9949,-27.3569,-0.0918,2,Moyen
9136,Ship,8,1-10% - Remise légère,253,1899,5,6,Medium,1,Livré à temps,275.0,22.0,22.0,3.798,23.0705,-26.8685,-0.0977,1,Faible
9137,Ship,6,1-10% - Remise légère,305,1167,3,7,Medium,0,Livré en retard,324.4681,19.4681,19.4681,2.334,27.2206,-29.5546,-0.0911,2,Moyen
9138,Ship,1,1-10% - Remise légère,219,1394,5,3,Low,0,Livré en retard,221.2121,2.2121,2.2121,2.788,18.5581,-21.3461,-0.0965,1,Faible
9139,Ship,6,1-10% - Remise légère,231,1231,1,4,Medium,0,Livré en retard,245.7447,14.7447,14.7447,2.462,20.6162,-23.0782,-0.0939,2,Moyen
9140,Ship,8,1-10% - Remise légère,298,1759,5,6,Medium,1,Livré à temps,323.913,25.913,25.913,3.518,27.174,-30.692,-0.0948,1,Faible
9141,Ship,7,1-10% - Remise légère,282,1758,1,6,Low,0,Livré en retard,303.2258,21.2258,21.2258,3.516,25.4385,-28.9545,-0.0955,3,Moyen
9142,Ship,6,1-10% - Remise légère,240,1489,3,5,Low,0,Livré en retard,255.3191,15.3191,15.3191,2.978,21.4195,-24.3975,-0.0956,2,Moyen
9143,Ship,8,1-10% - Remise légère,223,1132,5,5,Medium,0,Livré en retard,242.3913,19.3913,19.3913,2.264,20.3349,-22.5989,-0.0932,2,Moyen
9144,Ship,2,1-10% - Remise légère,140,1521,2,5,Medium,0,Livré en retard,142.8571,2.8571,2.8571,3.042,11.9847,-15.0267,-0.1052,3,Moyen
9145,Ship,5,1-10% - Remise légère,268,1365,3,5,Medium,0,Livré en retard,282.1053,14.1053,14.1053,2.73,23.6666,-26.3966,-0.0936,2,Moyen
9146,Ship,7,1-10% - Remise légère,279,1090,3,6,Low,1,Livré à temps,300.0,21.0,21.0,2.18,25.1679,-27.3479,-0.0912,1,Faible
9147,Ship,6,1-10% - Remise légère,225,1573,3,4,Medium,0,Livré en retard,239.3617,14.3617,14.3617,3.146,20.0807,-23.2267,-0.097,1,Faible
9148,Ship,7,1-10% - Remise légère,296,1515,3,6,Medium,0,Livré en retard,318.2796,22.2796,22.2796,3.03,26.7014,-29.7314,-0.0934,2,Moyen
9149,Ship,8,1-10% - Remise légère,162,1311,5,5,Low,0,Livré en retard,176.087,14.087,14.087,2.622,14.7724,-17.3944,-0.0988,2,Moyen
9150,Ship,2,1-10% - Remise légère,255,1218,5,6,Low,1,Livré à temps,260.2041,5.2041,5.2041,2.436,21.8293,-24.2653,-0.0933,1,Faible
9151,Ship,9,1-10% - Remise légère,255,1367,5,7,Low,0,Livré en retard,280.2198,25.2198,25.2198,2.734,23.5084,-26.2424,-0.0936,2,Moyen
9152,Ship,6,1-10% - Remise légère,286,1556,2,6,Medium,1,Livré à temps,304.2553,18.2553,18.2553,3.112,25.5249,-28.6369,-0.0941,2,Moyen
9153,Road,8,1-10% - Remise légère,267,1285,2,7,Medium,0,Livré en retard,290.2174,23.2174,23.2174,1.285,24.3472,-25.6322,-0.0883,3,Moyen
9154,Road,5,1-10% - Remise légère,226,1078,1,5,Low,0,Livré en retard,237.8947,11.8947,11.8947,1.078,19.9577,-21.0357,-0.0884,3,Moyen
9155,Road,5,1-10% - Remise légère,285,1631,5,6,Medium,1,Livré à temps,300.0,15.0,15.0,1.631,25.1679,-26.7989,-0.0893,1,Faible
9156,Road,5,1-10% - Remise légère,276,1637,3,6,Low,1,Livré à temps,290.5263,14.5263,14.5263,1.637,24.3731,-26.0101,-0.0895,1,Faible
9157,Road,5,1-10% - Remise légère,257,1565,2,6,Low,1,Livré à temps,270.5263,13.5263,13.5263,1.565,22.6952,-24.2602,-0.0897,2,Moyen
9158,Road,10,1-10% - Remise légère,287,1811,4,6,Medium,1,Livré à temps,318.8889,31.8889,31.8889,1.811,26.7525,-28.5635,-0.0896,1,Faible
9159,Road,10,1-10% - Remise légère,283,1304,1,6,Low,1,Livré à temps,314.4444,31.4444,31.4444,1.304,26.3797,-27.6837,-0.088,2,Moyen
9160,Road,2,1-10% - Remise légère,309,1270,3,6,Medium,1,Livré à temps,315.3061,6.3061,6.3061,1.27,26.4519,-27.7219,-0.0879,1,Faible
9161,Road,3,1-10% - Remise légère,274,1637,3,4,Low,1,Livré à temps,282.4742,8.4742,8.4742,1.637,23.6976,-25.3346,-0.0897,0,Faible
9162,Road,4,1-10% - Remise légère,244,1953,4,7,Medium,1,Livré à temps,254.1667,10.1667,10.1667,1.953,21.3228,-23.2758,-0.0916,1,Faible
9163,Road,9,1-10% - Remise légère,222,1656,3,5,Low,0,Livré en retard,243.956,21.956,21.956,1.656,20.4662,-22.1222,-0.0907,2,Moyen
9164,Road,5,1-10% - Remise légère,264,1900,1,6,Low,0,Livré en retard,277.8947,13.8947,13.8947,1.9,23.3134,-25.2134,-0.0907,3,Moyen
9165,Road,3,1-10% - Remise légère,232,1197,2,4,Medium,0,Livré en retard,239.1753,7.1753,7.1753,1.197,20.0651,-21.2621,-0.0889,2,Moyen
9166,Road,6,1-10% - Remise légère,227,1620,2,5,Medium,0,Livré en retard,241.4894,14.4894,14.4894,1.62,20.2592,-21.8792,-0.0906,3,Moyen
9167,Road,7,1-10% - Remise légère,294,1455,4,6,Medium,0,Livré en retard,316.129,22.129,22.129,1.455,26.521,-27.976,-0.0885,2,Moyen
9168,Road,1,1-10% - Remise légère,260,1883,4,6,Low,0,Livré en retard,262.6263,2.6263,2.6263,1.883,22.0325,-23.9155,-0.0911,2,Moyen
9169,Road,8,1-10% - Remise légère,260,1756,3,4,Low,0,Livré en retard,282.6087,22.6087,22.6087,1.756,23.7089,-25.4649,-0.0901,1,Faible
9170,Road,2,1-10% - Remise légère,277,1190,1,6,Low,1,Livré à temps,282.6531,5.6531,5.6531,1.19,23.7126,-24.9026,-0.0881,2,Moyen
9171,Road,7,1-10% - Remise légère,257,1451,3,5,Low,1,Livré à temps,276.3441,19.3441,19.3441,1.451,23.1833,-24.6343,-0.0891,1,Faible
9172,Road,6,1-10% - Remise légère,271,1450,5,5,Low,1,Livré à temps,288.2979,17.2979,17.2979,1.45,24.1861,-25.6361,-0.0889,1,Faible
9173,Road,7,1-10% - Remise légère,308,1260,1,6,Low,1,Livré à temps,331.1828,23.1828,23.1828,1.26,27.7839,-29.0439,-0.0877,2,Moyen
9174,Road,2,1-10% - Remise légère,281,1291,2,7,Medium,0,Livré en retard,286.7347,5.7347,5.7347,1.291,24.055,-25.346,-0.0884,3,Moyen
9175,Flight,8,1-10% - Remise légère,307,1903,4,5,Low,0,Livré en retard,333.6957,26.6957,26.6957,9.515,27.9947,-37.5097,-0.1124,2,Moyen
9176,Flight,9,1-10% - Remise légère,224,1643,3,5,Medium,1,Livré à temps,246.1538,22.1538,22.1538,8.215,20.6506,-28.8656,-0.1173,1,Faible
9177,Flight,4,1-10% - Remise légère,233,1924,5,5,Medium,1,Livré à temps,242.7083,9.7083,9.7083,9.62,20.3615,-29.9815,-0.1235,1,Faible
9178,Flight,5,1-10% - Remise légère,179,1340,4,3,Medium,0,Livré en retard,188.4211,9.4211,9.4211,6.7,15.8072,-22.5072,-0.1195,1,Faible
9179,Flight,9,1-10% - Remise légère,267,1538,3,4,Medium,0,Livré en retard,293.4066,26.4066,26.4066,7.69,24.6147,-32.3047,-0.1101,1,Faible
9180,Flight,6,1-10% - Remise légère,218,1519,3,5,Low,1,Livré à temps,231.9149,13.9149,13.9149,7.595,19.456,-27.051,-0.1166,1,Faible
9181,Flight,7,1-10% - Remise légère,302,1915,3,7,Medium,0,Livré en retard,324.7312,22.7312,22.7312,9.575,27.2426,-36.8176,-0.1134,2,Moyen
9182,Flight,5,1-10% - Remise légère,247,1060,3,7,Medium,0,Livré en retard,260.0,13.0,13.0,5.3,21.8122,-27.1122,-0.1043,2,Moyen
9183,Flight,8,1-10% - Remise légère,266,1547,3,6,Medium,0,Livré en retard,289.1304,23.1304,23.1304,7.735,24.256,-31.991,-0.1106,2,Moyen
9184,Flight,10,1-10% - Remise légère,247,1562,1,5,Low,1,Livré à temps,274.4444,27.4444,27.4444,7.81,23.0239,-30.8339,-0.1124,2,Moyen
9185,Flight,8,1-10% - Remise légère,219,1702,3,4,Low,1,Livré à temps,238.0435,19.0435,19.0435,8.51,19.9702,-28.4802,-0.1196,0,Faible
9186,Flight,9,1-10% - Remise légère,287,1150,1,7,Medium,1,Livré à temps,315.3846,28.3846,28.3846,5.75,26.4585,-32.2085,-0.1021,2,Moyen
9187,Flight,5,1-10% - Remise légère,297,1657,3,6,Low,0,Livré en retard,312.6316,15.6316,15.6316,8.285,26.2276,-34.5126,-0.1104,2,Moyen
9188,Flight,4,1-10% - Remise légère,273,1597,5,5,Medium,1,Livré à temps,284.375,11.375,11.375,7.985,23.857,-31.842,-0.112,1,Faible
9189,Flight,6,1-10% - Remise légère,219,1234,5,5,Low,0,Livré en retard,232.9787,13.9787,13.9787,6.17,19.5453,-25.7153,-0.1104,2,Moyen
9190,Flight,7,1-10% - Remise légère,232,1069,1,5,Medium,1,Livré à temps,249.4624,17.4624,17.4624,5.345,20.9281,-26.2731,-0.1053,2,Moyen
9191,Flight,3,1-10% - Remise légère,264,1782,4,4,Low,0,Livré en retard,272.1649,8.1649,8.1649,8.91,22.8327,-31.7427,-0.1166,1,Faible
9192,Flight,9,1-10% - Remise légère,266,1106,3,6,Low,1,Livré à temps,292.3077,26.3077,26.3077,5.53,24.5225,-30.0525,-0.1028,1,Faible
9193,Flight,10,1-10% - Remise légère,280,1199,1,7,Low,1,Livré à temps,311.1111,31.1111,31.1111,5.995,26.1,-32.095,-0.1032,2,Moyen
9194,Flight,6,1-10% - Remise légère,264,1265,4,7,Medium,0,Livré en retard,280.8511,16.8511,16.8511,6.325,23.5614,-29.8864,-0.1064,2,Moyen
9195,Flight,8,1-10% - Remise légère,258,1878,2,4,Low,0,Livré en retard,280.4348,22.4348,22.4348,9.39,23.5265,-32.9165,-0.1174,2,Moyen
9196,Flight,8,1-10% - Remise légère,236,1441,1,5,Low,0,Livré en retard,256.5217,20.5217,20.5217,7.205,21.5204,-28.7254,-0.112,3,Moyen
9197,Ship,2,1-10% - Remise légère,262,1304,5,5,Low,0,Livré en retard,267.3469,5.3469,5.3469,2.608,22.4285,-25.0365,-0.0936,2,Moyen
9198,Ship,1,1-10% - Remise légère,255,5874,3,5,Medium,0,Livré en retard,257.5758,2.5758,2.5758,11.748,21.6088,-33.3568,-0.1295,3,Moyen
9199,Ship,8,1-10% - Remise légère,267,5219,4,4,Low,1,Livré à temps,290.2174,23.2174,23.2174,10.438,24.3472,-34.7852,-0.1199,1,Faible
9200,Ship,10,1-10% - Remise légère,240,5965,1,4,Low,1,Livré à temps,266.6667,26.6667,26.6667,11.93,22.3714,-34.3014,-0.1286,2,Moyen
9201,Ship,10,1-10% - Remise légère,215,4061,2,4,High,1,Livré à temps,238.8889,23.8889,23.8889,8.122,20.0411,-28.1631,-0.1179,1,Faible
9202,Ship,9,1-10% - Remise légère,252,4135,5,5,Low,0,Livré en retard,276.9231,24.9231,24.9231,8.27,23.2319,-31.5019,-0.1138,2,Moyen
9203,Ship,4,1-10% - Remise légère,136,5512,5,4,Medium,0,Livré en retard,141.6667,5.6667,5.6667,11.024,11.8848,-22.9088,-0.1617,2,Moyen
9204,Ship,9,1-10% - Remise légère,225,5575,4,3,Medium,0,Livré en retard,247.2527,22.2527,22.2527,11.15,20.7427,-31.8927,-0.129,2,Moyen
